temperature,humidity,wind_speed,rainfall,weather_severity_score,heavy_rain,high_humidity
39.4,28.2,13.1,1.8,15.74,0,0
27.5,70.1,16.8,46.0,45.54,0,0
28.8,72.3,17.3,45.3,46.150000000000006,0,0
44.7,30.1,10.5,1.6,16.240000000000002,0,0
26.9,89.8,18.7,39.5,49.169999999999995,0,1
18.1,95.6,41.8,72.2,67.73,1,1
22.0,82.5,24.2,63.7,57.27000000000001,1,0
31.7,33.8,6.5,4.6,16.45,0,0
30.8,38.5,8.7,1.3,16.89,0,0
27.9,66.2,16.7,11.9,30.75,0,0
23.5,90.0,28.0,33.2,48.230000000000004,0,1
29.4,71.2,28.5,41.5,46.6,0,0
23.1,98.2,48.5,83.8,74.99000000000001,1,1
38.7,31.0,16.3,2.5,17.43,0,0
18.6,84.5,32.9,32.1,46.629999999999995,0,0
36.9,27.2,10.5,5.0,15.95,0,0
15.5,92.4,34.9,71.8,64.97,1,1
21.9,81.4,35.3,60.3,57.790000000000006,1,0
44.4,27.1,8.0,3.3,15.490000000000002,0,0
19.1,92.1,22.0,36.2,48.42,0,1
18.1,70.1,16.8,49.4,45.96,0,0
29.6,47.2,23.7,6.4,24.42,0,0
38.0,26.5,10.6,1.5,14.469999999999999,0,0
19.4,90.1,40.2,64.9,62.97,1,1
42.4,20.9,11.8,3.5,14.270000000000001,0,0
27.6,68.3,13.9,5.3,28.150000000000002,0,0
22.8,94.1,22.7,21.9,43.809999999999995,0,1
22.8,90.6,32.6,69.5,63.78,1,1
27.6,45.1,23.3,10.1,24.990000000000002,0,0
42.7,26.7,9.7,1.0,14.620000000000001,0,0
28.3,47.3,24.6,10.2,26.020000000000003,0,0
41.5,23.4,7.4,4.2,14.33,0,0
22.2,65.1,15.4,5.2,26.909999999999997,0,0
36.7,20.7,9.7,4.9,13.78,0,0
26.5,91.9,18.4,27.0,44.7,0,1
27.7,75.5,26.0,61.9,55.38,1,0
32.1,41.2,5.8,1.2,17.21,0,0
30.8,22.4,13.0,2.9,13.56,0,0
24.7,53.1,24.9,11.0,27.779999999999998,0,0
28.2,93.2,33.2,34.5,51.220000000000006,0,1
26.7,83.7,26.3,55.2,55.12,1,0
40.3,40.5,12.0,2.2,19.46,0,0
18.1,96.2,33.9,88.5,72.85,1,1
24.6,73.5,29.7,37.5,45.449999999999996,0,0
25.8,70.5,18.3,28.9,38.95,0,0
31.8,53.9,12.1,18.2,29.049999999999997,0,0
22.8,54.6,14.2,9.9,25.46,0,0
44.0,27.7,12.1,2.7,16.21,0,0
39.7,21.7,6.2,4.0,13.32,0,0
34.7,34.1,6.5,0.8,15.320000000000002,0,0
18.2,88.2,40.0,60.4,60.440000000000005,1,1
27.6,71.0,22.9,38.4,43.99999999999999,0,0
43.6,22.8,14.7,4.7,16.02,0,0
23.5,96.6,42.8,90.4,76.05,1,1
27.8,61.0,24.1,17.5,32.9,0,0
24.9,50.3,12.4,16.7,26.739999999999995,0,0
29.6,58.6,12.2,14.9,28.94,0,0
23.8,80.3,16.2,36.7,44.39000000000001,0,0
30.1,64.0,10.6,16.1,30.770000000000003,0,0
28.1,86.0,24.4,31.8,46.21000000000001,0,1
40.8,30.0,12.6,2.6,16.64,0,0
37.9,25.9,14.2,4.7,16.28,0,0
20.6,74.4,22.2,35.6,43.06,0,0
27.8,63.3,19.1,18.5,32.99,0,0
20.2,97.9,34.1,89.6,74.05,1,1
37.6,29.7,12.4,4.9,17.110000000000003,0,0
20.7,74.0,24.6,68.2,56.470000000000006,1,0
18.1,78.5,19.3,35.4,43.38,0,0
31.5,68.9,24.2,13.0,33.86,0,0
25.6,45.3,21.1,16.2,26.85,0,0
42.7,39.9,13.3,2.3,19.82,0,0
40.8,35.0,14.9,4.9,19.520000000000003,0,0
19.2,92.0,26.7,43.8,52.379999999999995,0,1
22.2,74.0,28.1,57.7,53.120000000000005,1,0
22.1,72.9,34.3,27.0,41.74,0,0
35.1,39.7,11.9,4.4,19.560000000000002,0,0
23.4,88.1,17.3,58.9,55.78999999999999,1,1
16.0,81.6,42.2,62.6,59.559999999999995,1,0
30.6,20.9,11.6,3.3,12.97,0,0
22.4,93.2,42.2,91.7,75.32,1,1
44.0,31.3,8.8,4.3,17.270000000000003,0,0
30.4,29.7,11.4,2.7,15.309999999999999,0,0
17.4,92.8,31.7,66.2,62.40000000000001,1,1
31.6,29.7,14.4,3.4,16.310000000000002,0,0
26.7,57.0,14.6,13.2,27.97,0,0
19.7,76.7,22.4,32.7,42.54,0,0
27.9,57.9,21.1,6.0,26.779999999999994,0,0
25.7,92.1,45.7,65.5,65.53999999999999,1,1
26.8,86.8,35.4,99.5,75.60000000000001,1,1
22.5,46.8,12.2,11.4,23.290000000000003,0,0
25.2,90.4,39.0,93.1,74.67999999999999,1,1
33.9,27.9,15.4,3.5,16.24,0,0
23.4,76.6,16.8,66.4,55.239999999999995,1,0
27.3,87.0,33.2,80.0,67.47,1,1
27.6,83.5,18.9,51.9,52.35,1,0
18.9,92.1,49.0,75.4,69.48,1,1
28.6,68.3,12.9,19.7,33.809999999999995,0,0
21.6,73.1,29.9,42.7,47.14999999999999,0,0
24.9,65.0,18.8,16.2,32.230000000000004,0,0
28.4,72.4,25.0,33.7,43.040000000000006,0,0
18.3,77.2,17.6,27.1,39.35,0,0
22.2,52.4,18.3,15.0,27.599999999999998,0,0
41.1,44.5,8.5,2.4,20.119999999999997,0,0
44.6,30.0,7.2,2.2,15.780000000000001,0,0
18.0,99.6,38.8,87.2,74.32,1,1
44.4,41.6,11.6,4.9,21.200000000000003,0,0
34.5,43.0,10.3,2.5,19.41,0,0
40.0,32.3,11.7,3.6,17.47,0,0
21.3,71.0,15.2,28.4,37.83,0,0
25.1,70.6,23.4,27.6,39.41,0,0
19.3,80.1,43.4,96.3,73.16,1,0
26.0,83.9,24.8,42.8,49.85000000000001,0,0
22.3,66.8,24.3,15.8,33.449999999999996,0,0
28.7,79.0,23.2,47.3,50.129999999999995,0,0
25.9,94.9,33.1,60.1,61.72000000000001,1,1
38.9,23.9,15.6,4.3,15.899999999999999,0,0
21.8,83.4,19.2,54.3,52.76,1,0
43.9,34.7,15.9,4.8,19.9,0,0
34.5,31.6,6.1,3.0,15.350000000000001,0,0
26.0,55.5,13.4,17.2,28.81,0,0
25.8,93.5,44.7,91.8,76.28999999999999,1,1
37.6,40.4,12.9,2.0,19.26,0,0
29.3,68.1,20.0,18.2,34.64,0,0
25.2,89.9,31.4,29.1,47.410000000000004,0,1
18.6,75.0,31.3,29.7,42.5,0,0
25.5,71.3,19.3,47.6,46.839999999999996,0,0
27.7,62.8,18.6,18.1,32.57000000000001,0,0
30.4,69.6,11.2,6.5,28.759999999999998,0,0
27.5,92.0,27.7,46.1,54.33,0,1
16.5,83.9,36.5,71.9,62.88,1,0
27.0,82.3,40.9,65.6,61.809999999999995,1,0
20.1,88.1,31.9,32.8,47.94,0,1
37.4,29.2,11.1,2.3,15.64,0,0
42.6,20.4,7.5,1.6,12.52,0,0
31.3,66.9,12.0,9.8,29.52,0,0
21.8,82.4,18.7,39.1,46.28,0,0
32.6,38.8,12.0,4.4,19.06,0,0
34.6,26.6,6.6,0.8,13.080000000000002,0,0
25.7,83.9,34.7,43.3,52.00000000000001,0,0
38.1,25.9,13.0,4.2,15.86,0,0
22.8,53.3,14.3,16.0,27.53,0,0
41.0,34.8,12.9,1.5,17.72,0,0
22.4,90.0,42.8,68.9,65.36,1,1
29.5,69.9,22.0,17.5,35.32000000000001,0,0
20.4,88.1,34.3,36.5,49.93,0,1
19.5,83.7,44.7,89.1,71.64,1,0
31.4,45.9,21.3,11.7,25.85,0,0
26.5,65.0,16.7,8.5,28.89,0,0
38.2,21.1,8.9,3.3,13.25,0,0
25.9,99.3,35.4,79.2,71.14,1,1
40.0,40.8,11.7,2.4,19.54,0,0
25.6,86.0,36.3,72.4,64.58,1,1
22.6,54.5,24.8,9.0,27.17,0,0
16.2,94.8,44.6,87.3,73.9,1,1
38.0,33.7,9.7,1.2,16.330000000000002,0,0
20.9,86.5,29.3,59.5,57.7,1,1
26.6,50.8,21.3,10.6,26.4,0,0
26.9,47.3,11.7,13.3,24.54,0,0
27.0,86.5,18.5,54.4,54.11000000000001,1,1
19.7,93.9,22.4,48.5,54.02,0,1
27.3,87.2,23.9,46.7,52.35000000000001,0,1
23.3,84.9,29.8,66.7,60.440000000000005,1,0
23.6,93.9,46.2,74.4,69.53,1,1
20.3,87.6,33.5,23.7,44.49,0,1
22.8,89.2,24.6,50.5,54.16000000000001,1,1
25.1,80.1,24.8,52.0,52.3,1,0
27.9,73.5,29.7,37.8,45.9,0,0
31.3,45.5,13.7,12.9,24.680000000000003,0,0
19.2,73.8,30.7,58.5,53.6,1,0
27.3,54.8,20.3,19.9,31.19,0,0
20.6,89.4,39.9,73.5,66.26,1,1
18.9,91.7,39.1,86.8,71.94000000000001,1,1
35.4,39.0,12.0,1.1,18.08,0,0
24.2,46.4,18.5,15.9,26.4,0,0
21.7,83.8,38.5,93.2,72.29,1,0
37.1,27.0,12.2,2.1,15.09,0,0
18.1,88.4,21.8,43.2,49.97,0,1
30.6,69.9,24.4,18.7,36.39000000000001,0,0
34.3,35.9,15.8,2.9,18.52,0,0
25.0,82.8,46.8,91.7,73.38,1,0
20.2,94.1,18.2,69.4,61.650000000000006,1,1
19.0,81.2,38.8,79.7,65.9,1,0
18.6,98.9,30.5,87.8,72.74999999999999,1,1
29.4,68.1,19.1,11.4,31.749999999999996,0,0
25.7,92.0,17.8,55.8,56.050000000000004,1,1
20.8,94.9,29.1,43.6,53.81,0,1
16.8,83.8,35.0,97.0,72.62,1,0
22.2,90.1,32.9,57.7,58.91,1,1
24.3,79.8,21.2,64.3,56.33,1,0
22.4,66.5,10.3,11.6,28.889999999999997,0,0
37.1,35.7,15.8,0.9,17.94,0,0
26.6,45.3,18.9,9.2,23.709999999999997,0,0
24.7,63.9,12.8,7.0,27.0,0,0
27.6,48.1,17.5,16.1,27.130000000000003,0,0
31.4,66.6,23.5,12.8,32.94,0,0
39.3,33.0,11.9,3.0,17.410000000000004,0,0
32.1,39.3,8.0,1.2,17.08,0,0
20.6,75.9,28.9,39.7,46.49000000000001,0,0
24.0,92.5,30.0,35.3,50.269999999999996,0,1
40.5,35.7,16.3,0.0,18.02,0,0
42.9,26.6,11.3,0.3,14.649999999999999,0,0
20.3,81.0,25.8,62.2,56.370000000000005,1,0
24.6,72.4,34.6,33.3,44.42000000000001,0,0
23.9,47.8,14.1,18.3,26.869999999999997,0,0
26.7,46.8,15.8,9.4,23.630000000000003,0,0
16.2,90.9,43.0,72.4,66.45,1,1
15.3,88.5,32.9,86.2,69.14,1,1
15.8,92.7,49.4,75.4,69.42999999999999,1,1
35.4,21.1,16.5,2.0,13.969999999999999,0,0
24.0,99.3,38.7,87.8,75.05,1,1
20.4,90.3,28.9,22.8,44.03,0,1
28.3,62.1,12.7,12.7,29.08,0,0
42.4,21.5,12.1,4.3,14.83,0,0
20.5,76.4,18.5,55.9,51.03,1,0
44.7,37.8,13.8,0.7,18.849999999999998,0,0
43.8,33.1,10.1,3.4,17.689999999999998,0,0
23.8,56.5,17.9,6.2,25.389999999999997,0,0
29.8,77.9,24.4,47.3,50.150000000000006,0,0
27.7,49.2,13.1,14.4,25.91,0,0
44.3,26.3,10.9,2.6,15.54,0,0
27.2,55.6,16.7,6.0,25.139999999999997,0,0
23.0,98.3,42.4,82.4,73.23,1,1
30.3,63.6,11.6,10.2,28.509999999999998,0,0
25.2,74.1,19.1,25.0,38.57,0,0
25.1,74.9,21.7,54.5,51.12,1,0
37.4,35.0,5.1,3.6,16.7,0,0
27.8,56.8,13.9,8.7,26.080000000000002,0,0
27.3,85.4,30.4,42.6,51.47,0,1
21.3,85.1,29.4,30.2,45.620000000000005,0,1
27.2,91.4,15.2,67.2,60.06,1,1
33.1,27.6,10.5,1.4,14.25,0,0
39.9,22.1,14.6,1.1,13.98,0,0
30.0,31.6,15.5,1.3,16.1,0,0
29.0,78.6,23.6,20.8,39.519999999999996,0,0
29.6,73.2,19.5,42.9,45.980000000000004,0,0
29.4,74.6,16.6,38.4,43.99999999999999,0,0
24.2,78.8,17.9,34.9,43.599999999999994,0,0
21.6,85.6,24.3,49.6,52.53999999999999,0,1
28.7,79.6,16.2,31.0,42.39,0,0
27.3,89.5,30.2,77.2,66.5,1,1
24.6,48.4,14.5,20.0,27.880000000000003,0,0
23.6,45.4,19.3,14.8,25.759999999999998,0,0
33.5,37.7,14.1,2.3,18.400000000000002,0,0
31.5,63.8,21.8,17.9,33.809999999999995,0,0
24.0,94.5,34.9,37.0,52.529999999999994,0,1
19.7,94.3,46.4,60.8,63.86,1,1
45.0,31.5,17.3,3.2,18.69,0,0
28.1,59.4,21.9,15.3,31.130000000000003,0,0
41.1,25.3,9.8,4.1,15.3,0,0
32.0,41.5,15.8,2.9,19.97,0,0
22.1,94.8,26.8,48.8,55.529999999999994,0,1
31.0,35.8,17.9,3.4,18.779999999999998,0,0
27.3,62.7,13.3,12.7,29.28,0,0
30.5,41.2,17.3,3.3,20.19,0,0
43.7,32.6,10.6,1.0,16.67,0,0
22.6,72.4,33.9,46.3,49.28,0,0
25.9,91.7,31.9,48.6,55.92,0,1
26.0,96.8,44.7,64.1,66.22,1,1
28.7,89.7,34.8,23.3,46.06,0,1
22.0,84.2,32.5,67.3,60.88000000000001,1,0
31.2,42.0,7.1,1.3,17.66,0,0
34.2,43.9,11.4,3.8,20.39,0,0
28.2,56.3,13.5,7.6,25.449999999999996,0,0
28.0,64.9,20.0,19.1,33.910000000000004,0,0
27.0,57.5,13.5,12.7,27.729999999999997,0,0
30.7,44.1,17.1,0.7,20.0,0,0
36.5,28.5,13.5,2.1,15.74,0,0
28.2,65.7,22.9,7.2,29.990000000000002,0,0
40.8,21.5,14.3,1.3,13.910000000000002,0,0
22.1,61.7,21.5,13.2,30.300000000000004,0,0
28.5,57.4,24.7,11.1,29.450000000000003,0,0
35.1,26.9,8.1,2.3,14.12,0,0
23.0,62.4,15.7,14.6,30.0,0,0
22.6,96.3,36.7,90.1,74.53,1,1
44.0,25.7,5.2,3.5,14.549999999999999,0,0
39.7,24.7,10.1,0.2,13.48,0,0
22.8,96.2,49.4,74.6,70.86,1,1
24.6,89.6,34.0,59.4,59.9,1,1
42.1,23.3,13.5,2.9,15.060000000000002,0,0
36.3,30.6,17.1,2.5,17.23,0,0
33.7,23.9,10.1,3.1,13.8,0,0
21.7,78.5,15.1,63.5,54.14000000000001,1,0
27.8,93.1,45.8,91.2,76.35,1,1
23.7,87.5,41.5,62.0,61.71999999999999,1,1
26.6,79.3,19.6,58.0,53.57000000000001,1,0
22.8,68.5,15.2,16.6,32.51,0,0
16.3,83.4,39.6,86.0,68.97,1,0
21.7,81.0,26.6,56.6,54.43,1,0
35.3,34.7,10.9,4.9,18.080000000000002,0,0
35.8,34.6,15.6,1.8,17.800000000000004,0,0
43.2,22.3,10.2,1.0,13.450000000000001,0,0
29.1,61.4,10.9,17.7,30.59,0,0
31.3,61.4,14.9,19.5,32.33,0,0
21.9,81.4,18.0,46.0,48.61000000000001,0,0
27.2,68.7,14.1,16.7,32.83,0,0
18.9,90.9,32.4,21.5,44.239999999999995,0,1
31.9,37.4,15.4,3.8,19.009999999999998,0,0
28.7,55.9,21.7,6.2,26.46,0,0
19.5,70.2,20.3,26.7,37.75,0,0
37.9,25.7,15.5,1.1,15.04,0,0
21.3,90.8,33.3,47.7,55.11000000000001,0,1
21.3,87.5,31.5,71.4,63.24,1,1
31.7,43.6,12.9,4.6,20.67,0,0
27.9,61.0,11.2,12.4,28.29,0,0
30.9,22.1,6.7,4.4,12.82,0,0
35.9,29.2,17.4,2.0,16.630000000000003,0,0
22.9,88.6,33.1,43.9,53.050000000000004,0,1
24.1,72.9,22.0,55.6,50.92,1,0
33.6,39.0,8.5,3.6,18.2,0,0
36.1,25.1,12.9,2.5,14.720000000000002,0,0
34.5,21.1,11.1,2.5,13.0,0,0
23.5,88.0,25.9,46.9,52.69,0,1
19.8,89.7,25.8,24.8,43.96999999999999,0,1
38.6,36.9,16.3,0.2,18.27,0,0
20.0,82.0,26.2,59.9,55.800000000000004,1,0
15.7,89.8,45.7,72.3,66.57,1,1
25.5,84.6,21.5,23.9,41.78999999999999,0,0
34.1,27.2,16.7,4.5,16.71,0,0
23.4,60.9,20.5,14.6,30.55,0,0
24.2,85.0,21.0,34.3,45.84,0,1
31.5,66.9,14.0,12.5,31.020000000000003,0,0
25.1,65.6,24.9,15.2,33.25,0,0
41.4,36.8,12.5,1.3,18.2,0,0
39.4,30.2,12.5,2.6,16.54,0,0
20.3,99.0,39.2,68.5,66.97,1,1
23.1,90.8,49.4,77.7,70.51,1,1
30.9,57.4,16.0,12.6,28.549999999999997,0,0
26.3,80.2,15.1,67.6,56.75,1,0
42.2,29.6,9.5,3.5,16.400000000000002,0,0
38.9,34.8,7.0,3.7,17.21,0,0
30.8,25.9,14.7,0.2,13.87,0,0
22.6,98.5,42.6,87.3,75.25,1,1
39.6,22.0,7.9,1.4,12.7,0,0
20.3,93.2,26.5,33.1,48.53,0,1
40.0,43.0,9.4,3.9,20.34,0,0
41.0,43.8,10.9,3.0,20.62,0,0
26.9,88.4,32.2,46.0,54.05,0,1
28.9,58.4,14.9,13.9,28.95,0,0
31.5,39.0,15.9,4.2,19.71,0,0
21.0,92.6,33.1,81.6,69.14,1,1
25.8,92.2,16.1,46.5,52.06,0,1
19.0,78.7,25.6,66.4,57.190000000000005,1,0
30.8,67.0,14.9,9.3,29.880000000000003,0,0
29.3,56.1,15.8,10.5,27.119999999999997,0,0
17.4,91.5,47.3,88.2,73.92999999999999,1,1
18.5,92.2,21.6,31.9,46.59,0,1
30.7,67.1,11.1,16.7,32.099999999999994,0,0
31.0,48.1,12.0,13.0,25.130000000000003,0,0
35.7,39.8,5.8,2.3,17.59,0,0
25.6,84.1,25.5,52.0,53.690000000000005,1,0
15.0,84.2,34.4,62.4,58.6,1,0
22.4,87.3,43.7,90.5,73.36999999999999,1,1
27.2,83.7,17.3,25.7,41.57,0,0
27.0,54.8,20.3,7.6,26.24,0,0
29.9,57.0,23.9,6.3,27.39,0,0
30.2,49.2,18.3,14.6,27.28,0,0
44.4,40.5,13.7,3.7,20.810000000000002,0,0
39.8,41.5,16.1,2.3,20.57,0,0
25.1,76.3,24.1,21.8,38.94,0,0
41.4,42.5,10.2,4.8,20.85,0,0
